ship_filename,port_name,max_size,gimbal_type,category,mount_name,sub_port_count,weapon_sizes,default_weapons
aegs_redeemer,hardpoint_turret_manned_front,4,Turret,manned_turret,aegs_redeemer_front_scitem_turret,2,"4,4","behr_ballisticgatling_s4,behr_ballisticgatling_s4"
aegs_redeemer,hardpoint_turret_manned_rear,4,Turret,manned_turret,aegs_redeemer_rear_scitem_turret,2,"4,4","behr_ballisticgatling_s4,behr_ballisticgatling_s4"
aegs_redeemer,hardpoint_turret_remote_front,3,Turret,remote_turret,aegs_redeemer_scitem_remote_turret_front,1,3,
aegs_redeemer,hardpoint_turret_remote_rear,3,Turret,remote_turret,aegs_redeemer_scitem_remote_turret_rear,2,"3,3","behr_lasercannon_s3,behr_lasercannon_s3"
aegs_redeemer,hardpoint_weapon_gun_left,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,behr_ballisticcannon_s4
aegs_redeemer,hardpoint_weapon_gun_right,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,behr_ballisticcannon_s4
aegs_retaliator,hardpoint_turret_fronttop,3,Turret,manned_turret,aegs_retaliator_scitem_turret_upper,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
aegs_retaliator,hardpoint_turret_frontbottom,3,Turret,manned_turret,aegs_retaliator_scitem_turret_lower,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
aegs_retaliator,hardpoint_turret_backtopright,3,Turret,manned_turret,aegs_retaliator_scitem_turret_upper_rear_right,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
aegs_retaliator,hardpoint_turret_backtopleft,3,Turret,manned_turret,aegs_retaliator_scitem_turret_upper_rear_left,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
aegs_retaliator,hardpoint_turret_backbottom,3,Turret,manned_turret,aegs_retaliator_scitem_turret_lower_rear,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
aegs_sabre,hardpoint_weapon_left_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_sabre,hardpoint_weapon_right_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_sabre,hardpoint_weapon_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_sabre,hardpoint_weapon_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_sabre,hardpoint_weapon_missilerack_left,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_em_fski_thunderbolt
aegs_sabre,hardpoint_weapon_missilerack_right,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_sabre_comet,hardpoint_weapon_left_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_lasercannon_s3
aegs_sabre_comet,hardpoint_weapon_right_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_lasercannon_s3
aegs_sabre_comet,hardpoint_weapon_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_scattergun_s3
aegs_sabre_comet,hardpoint_weapon_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_scattergun_s3
aegs_sabre_comet,hardpoint_weapon_missilerack_left,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_em_fski_thunderbolt
aegs_sabre_comet,hardpoint_weapon_missilerack_right,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_sabre_firebird,hardpoint_weapon_missilerack,3,Fixed,missile,mrck_s03_aegs_sabre_firebird,1,3,misl_s03_em_fski_thunderbolt
aegs_sabre_firebird,hardpoint_weapon_left_wing,3,Fixed,pilot,gats_ballisticgatling_s3,1,3,gats_ballisticgatling_s3
aegs_sabre_firebird,hardpoint_weapon_right_wing,3,Fixed,pilot,gats_ballisticgatling_s3,1,3,gats_ballisticgatling_s3
aegs_sabre_firebird_collector_milt,hardpoint_weapon_missilerack,3,Fixed,missile,mrck_s03_aegs_sabre_firebird,1,3,misl_s03_em_fski_thunderbolt
aegs_sabre_firebird_collector_milt,hardpoint_weapon_left_wing,3,Fixed,pilot,gats_ballisticgatling_s3,1,3,gats_ballisticgatling_s3
aegs_sabre_firebird_collector_milt,hardpoint_weapon_right_wing,3,Fixed,pilot,gats_ballisticgatling_s3,1,3,gats_ballisticgatling_s3
aegs_sabre_raven,hardpoint_weapon_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,krig_lasercannon_s3
aegs_sabre_raven,hardpoint_weapon_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,krig_lasercannon_s3
aegs_sabre_raven,hardpoint_weapon_missilerack_left,2,Fixed,missile,mxox_emp_device_s2,1,2,
aegs_sabre_raven,hardpoint_weapon_missilerack_right,2,Fixed,missile,mxox_emp_device_s2,1,2,
aegs_vanguard,hardpoint_weapon_gun_nose,5,Gimbal,pilot,entityclassdefinition.mount_gimbal_s5,1,5,espr_ballisticcannon_s5
aegs_vanguard,hardpoint_weapon_gun_nose_fixed_001,2,Fixed,pilot,behr_lasercannon_vng_s2,1,2,
aegs_vanguard,hardpoint_weapon_gun_nose_fixed_002,2,Fixed,pilot,behr_lasercannon_vng_s2,1,2,
aegs_vanguard,hardpoint_weapon_gun_nose_fixed_003,2,Fixed,pilot,behr_lasercannon_vng_s2,1,2,
aegs_vanguard,hardpoint_weapon_gun_nose_fixed_004,2,Fixed,pilot,behr_lasercannon_vng_s2,1,2,
aegs_vanguard,hardpoint_turret,6,Turret,manned_turret,aegs_vanguard_scitem_turret,2,"2,2","behr_ballisticrepeater_s2,behr_ballisticrepeater_s2"
aegs_vanguard,hardpoint_weapon_missilerack_left_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_ir_fski_ignite
aegs_vanguard,hardpoint_weapon_missilerack_left_rear,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_vanguard,hardpoint_weapon_missilerack_right_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_em_taln_dominator
aegs_vanguard,hardpoint_weapon_missilerack_right_rear,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_vanguard_harbinger,hardpoint_weapon_gun_nose,5,Gimbal,pilot,entityclassdefinition.mount_gimbal_s5,1,5,espr_ballisticcannon_s5
aegs_vanguard_harbinger,hardpoint_weapon_gun_nose_fixed_001,2,Fixed,pilot,behr_ballisticcannon_vng_s2,1,2,
aegs_vanguard_harbinger,hardpoint_weapon_gun_nose_fixed_002,2,Fixed,pilot,behr_ballisticcannon_vng_s2,1,2,
aegs_vanguard_harbinger,hardpoint_weapon_gun_nose_fixed_003,2,Fixed,pilot,behr_ballisticcannon_vng_s2,1,2,
aegs_vanguard_harbinger,hardpoint_weapon_gun_nose_fixed_004,2,Fixed,pilot,behr_ballisticcannon_vng_s2,1,2,
aegs_vanguard_harbinger,hardpoint_turret,6,Turret,manned_turret,aegs_vanguard_harbinger_scitem_turret,1,6,
aegs_vanguard_harbinger,hardpoint_weapon_missilerack_left_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_ir_fski_ignite
aegs_vanguard_harbinger,hardpoint_weapon_missilerack_left_rear,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_vanguard_harbinger,hardpoint_weapon_missilerack_right_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_em_taln_dominator
aegs_vanguard_harbinger,hardpoint_weapon_missilerack_right_rear,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_vanguard_harbinger,hardpoint_weapon_missilelauncher,5,Fixed,missile,mrck_s05_aegs_vanguard,1,5,
aegs_vanguard_hoplite,hardpoint_weapon_gun_nose,5,Gimbal,pilot,entityclassdefinition.mount_gimbal_s5,1,5,espr_ballisticcannon_s5
aegs_vanguard_hoplite,hardpoint_weapon_gun_nose_fixed_001,2,Fixed,pilot,behr_ballisticrepeater_vng_s2,1,2,
aegs_vanguard_hoplite,hardpoint_weapon_gun_nose_fixed_002,2,Fixed,pilot,behr_ballisticrepeater_vng_s2,1,2,
aegs_vanguard_hoplite,hardpoint_weapon_gun_nose_fixed_003,2,Fixed,pilot,behr_ballisticrepeater_vng_s2,1,2,
aegs_vanguard_hoplite,hardpoint_weapon_gun_nose_fixed_004,2,Fixed,pilot,behr_ballisticrepeater_vng_s2,1,2,
aegs_vanguard_hoplite,hardpoint_turret,6,Turret,manned_turret,aegs_vanguard_scitem_turret,2,"2,2","behr_ballisticrepeater_s2,behr_ballisticrepeater_s2"
aegs_vanguard_hoplite,hardpoint_weapon_missilerack_left_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_ir_fski_ignite
aegs_vanguard_hoplite,hardpoint_weapon_missilerack_right_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_em_taln_dominator
aegs_vanguard_sentinel,hardpoint_weapon_gun_nose,5,Gimbal,pilot,entityclassdefinition.mount_gimbal_s5,1,5,hrst_laserrepeater_s5
aegs_vanguard_sentinel,hardpoint_weapon_gun_nose_fixed_001,2,Fixed,pilot,behr_distortionrepeater_vng_s2,1,2,
aegs_vanguard_sentinel,hardpoint_weapon_gun_nose_fixed_002,2,Fixed,pilot,behr_distortionrepeater_vng_s2,1,2,
aegs_vanguard_sentinel,hardpoint_weapon_gun_nose_fixed_003,2,Fixed,pilot,behr_distortionrepeater_vng_s2,1,2,
aegs_vanguard_sentinel,hardpoint_weapon_gun_nose_fixed_004,2,Fixed,pilot,behr_distortionrepeater_vng_s2,1,2,
aegs_vanguard_sentinel,hardpoint_turret,6,Turret,manned_turret,aegs_vanguard_scitem_turret,2,"2,2","jokr_distortioncannon_s2,jokr_distortioncannon_s2"
aegs_vanguard_sentinel,hardpoint_weapon_missilerack_left_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_ir_fski_ignite
aegs_vanguard_sentinel,hardpoint_weapon_missilerack_left_rear,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_vanguard_sentinel,hardpoint_weapon_missilerack_right_inner,4,Fixed,missile,mrck_s04_aegs_vanguard,1,2,misl_s02_em_taln_dominator
aegs_vanguard_sentinel,hardpoint_weapon_missilerack_right_rear,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
aegs_vanguard_sentinel,hardpoint_weapon_emp,4,Fixed,pilot,aegs_emp_sentinel_s4,1,4,
anvl_arrow,hardpoint_gimbal_mount,3,Turret,manned_turret,anvl_arrow_turret,1,1,gats_ballisticgatling_s1
anvl_arrow,hardpoint_weapon_wing_left,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
anvl_arrow,hardpoint_weapon_wing_right,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
anvl_arrow,hardpoint_missile_wing_right_outer,2,Fixed,missile,mrck_s02_behr_single_s02,1,2,misl_s02_em_taln_dominator
anvl_arrow,hardpoint_missile_wing_left_outer,2,Fixed,missile,mrck_s02_behr_single_s02,1,2,misl_s02_ir_fski_ignite
anvl_arrow,hardpoint_missile_wing_left_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_em_taln_dominator
anvl_arrow,hardpoint_missile_wing_right_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
anvl_asgard,hardpoint_turret_pilot,3,Turret,manned_turret,anvl_asgard_nose_turret_s4,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
anvl_asgard,hardpoint_turret_top,7,Fixed,manned_turret,mrck_s07_anvl_asgard_16_s03,1,7,
anvl_asgard,hardpoint_turret_bottom,4,Turret,manned_turret,anvl_asgard_turret_bubble,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_asgard,hardpoint_weapon_top_left_1,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
anvl_asgard,hardpoint_weapon_top_left_2,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
anvl_asgard,hardpoint_weapon_top_right_1,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
anvl_asgard,hardpoint_weapon_top_right_2,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
anvl_asgard_collector_military,hardpoint_turret_pilot,3,Turret,manned_turret,anvl_asgard_nose_turret_s4,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
anvl_asgard_collector_military,hardpoint_turret_top,7,Fixed,manned_turret,mrck_s07_anvl_asgard_16_s03,1,7,
anvl_asgard_collector_military,hardpoint_turret_bottom,4,Turret,manned_turret,anvl_asgard_turret_bubble,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_asgard_collector_military,hardpoint_weapon_top_left_1,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,hrst_laserrepeater_s3
anvl_asgard_collector_military,hardpoint_weapon_top_left_2,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,hrst_laserrepeater_s3
anvl_asgard_collector_military,hardpoint_weapon_top_right_1,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,hrst_laserrepeater_s3
anvl_asgard_collector_military,hardpoint_weapon_top_right_2,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,hrst_laserrepeater_s3
anvl_c8_pisces,hardpoint_weapon_gun_left,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8_pisces,hardpoint_weapon_gun_right,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8_pisces,hardpoint_weapon_missile_right,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8_pisces,hardpoint_weapon_missile_left,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8r_pisces,hardpoint_weapon_gun_left,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8r_pisces,hardpoint_weapon_gun_right,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8r_pisces,hardpoint_weapon_missile_right,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8r_pisces,hardpoint_weapon_missile_left,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8r_pisces_fw22nfz,hardpoint_weapon_gun_left,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8r_pisces_fw22nfz,hardpoint_weapon_gun_right,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8r_pisces_fw22nfz,hardpoint_weapon_missile_right,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8r_pisces_fw22nfz,hardpoint_weapon_missile_left,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8x_pisces_expedition,hardpoint_weapon_gun_left,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8x_pisces_expedition,hardpoint_weapon_gun_right,1,Gimbal,pilot,mount_gimbal_s1,1,1,klwe_laserrepeater_s1
anvl_c8x_pisces_expedition,hardpoint_weapon_missile_right,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8x_pisces_expedition,hardpoint_weapon_missile_left,1,Fixed,missile,mrck_s01_behr_single_s01,1,1,misl_s01_ir_behr_marksman
anvl_c8x_pisces_expedition,hardpoint_weapon_gun_wing_left,1,Gimbal,pilot,mount_gimbal_s1,1,1,kron_lasercannon_s1
anvl_c8x_pisces_expedition,hardpoint_weapon_gun_wing_right,1,Gimbal,pilot,mount_gimbal_s1,1,1,kron_lasercannon_s1
anvl_carrack,hardpoint_turret_left,5,Turret,manned_turret,anvl_carrack_scitem_turret_side_left,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack,hardpoint_turret_right,5,Turret,manned_turret,anvl_carrack_scitem_turret_side_right,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack,hardpoint_turret_back_rear,5,Turret,manned_turret,anvl_carrack_scitem_turret_bubble,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack,hardpoint_turret_remote_turret,5,Turret,remote_turret,anvl_carrack_scitem_remote_turret,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_bis2950,hardpoint_turret_left,5,Turret,manned_turret,anvl_carrack_scitem_turret_side_left,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_bis2950,hardpoint_turret_right,5,Turret,manned_turret,anvl_carrack_scitem_turret_side_right,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_bis2950,hardpoint_turret_back_rear,5,Turret,manned_turret,anvl_carrack_scitem_turret_bubble,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_bis2950,hardpoint_turret_remote_turret,5,Turret,remote_turret,anvl_carrack_scitem_remote_turret,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_expedition,hardpoint_turret_left,5,Turret,manned_turret,anvl_carrack_scitem_turret_side_left,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_expedition,hardpoint_turret_right,5,Turret,manned_turret,anvl_carrack_scitem_turret_side_right,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_expedition,hardpoint_turret_back_rear,5,Turret,manned_turret,anvl_carrack_scitem_turret_bubble,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_carrack_expedition,hardpoint_turret_remote_turret,5,Turret,remote_turret,anvl_carrack_scitem_remote_turret,2,"4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4"
anvl_gladiator,hardpoint_turret,6,Turret,manned_turret,anvl_gladiator_scitem_turret,2,"3,3","klwe_laserrepeater_s3,klwe_laserrepeater_s3"
anvl_gladiator,hardpoint_missilerack_left_wing_outer,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
anvl_gladiator,hardpoint_missilerack_left_wing_inner,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_gladiator,hardpoint_missilerack_right_wing_outer,4,Fixed,missile,mrck_s04_behr_dual_s03,1,3,misl_s03_cs_fski_arrester
anvl_gladiator,hardpoint_missilerack_right_wing_inner,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_gladiator,hardpoint_torpedorack_left,6,Fixed,torpedo,mrck_s06_anvl_gladiator,1,5,misl_s05_cs_taln_stalker
anvl_gladiator,hardpoint_torpedorack_right,6,Fixed,torpedo,mrck_s06_anvl_gladiator,1,5,misl_s05_cs_taln_stalker
anvl_hawk,hardpoint_weapon_nose_left,1,Gimbal,pilot,mount_gimbal_s1,1,1,jokr_distortioncannon_s1
anvl_hawk,hardpoint_weapon_nose_right,1,Gimbal,pilot,mount_gimbal_s1,1,1,jokr_distortioncannon_s1
anvl_hawk,hardpoint_weapon_wing_bottom_left,2,Gimbal,pilot,entityclassdefinition.mount_gimbal_s2,1,2,klwe_laserrepeater_s2
anvl_hawk,hardpoint_weapon_wing_top_left,2,Gimbal,pilot,entityclassdefinition.mount_gimbal_s2,1,2,klwe_laserrepeater_s2
anvl_hawk,hardpoint_weapon_wing_bottom_right,2,Gimbal,pilot,entityclassdefinition.mount_gimbal_s2,1,2,klwe_laserrepeater_s2
anvl_hawk,hardpoint_weapon_wing_top_right,2,Gimbal,pilot,entityclassdefinition.mount_gimbal_s2,1,2,klwe_laserrepeater_s2
anvl_hawk,hardpoint_missile_emp,2,Fixed,missile,anvl_hawk_emp_device_s2,1,2,
anvl_hornet_f7_mk2_collector_mod,hardpoint_weapon_nose,3,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7a_nose_turret,1,3,
anvl_hornet_f7_mk2_collector_mod,hardpoint_weapon_S1_left,3,Fixed,pilot,klwe_laserrepeater_s3,1,3,
anvl_hornet_f7_mk2_collector_mod,hardpoint_weapon_S1_right,3,Fixed,pilot,klwe_laserrepeater_s3,1,3,
anvl_hornet_f7_mk2_collector_mod,hardpoint_weapon_left_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7_mk2_collector_mod,hardpoint_weapon_right_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7_mk2_collector_mod,hardpoint_weapon_center,5,Turret,manned_turret,anvl_hornet_f7cm_mk2_ball_turret,1,5,
anvl_hornet_f7_mk2_collector_mod,hardpoint_missile_rack,4,Turret,missile,mrck_s04_anvl_hornet_f7cm_mk2_turret,1,4,
anvl_hornet_f7_mk2_collector_mod,hardpoint_missile_rack_right,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7_mk2_collector_mod,hardpoint_missile_rack_left,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7a_mk2,hardpoint_weapon_nose,3,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7a_nose_turret,1,3,
anvl_hornet_f7a_mk2,hardpoint_weapon_S1_left,3,Fixed,pilot,amrs_lasercannon_s3,1,3,
anvl_hornet_f7a_mk2,hardpoint_weapon_S1_right,3,Fixed,pilot,amrs_lasercannon_s3,1,3,
anvl_hornet_f7a_mk2,hardpoint_weapon_left_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7a_mk2,hardpoint_weapon_right_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7a_mk2,hardpoint_weapon_center,5,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7a_ball_turret,1,5,
anvl_hornet_f7a_mk2,hardpoint_weapon_S3_left,3,Fixed,pilot,amrs_lasercannon_s3,1,3,
anvl_hornet_f7a_mk2,hardpoint_weapon_S3_right,3,Fixed,pilot,amrs_lasercannon_s3,1,3,
anvl_hornet_f7a_mk2,hardpoint_missile_rack_right,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7a_mk2,hardpoint_missile_rack_left,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_nose,3,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7a_nose_turret,1,3,
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_S1_left,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_S1_right,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_left_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_right_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_center,5,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7a_ball_turret,1,5,
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_S3_left,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_military,hardpoint_weapon_S3_right,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_military,hardpoint_missile_rack_right,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7a_mk2_exec_military,hardpoint_missile_rack_left,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_nose,3,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7a_nose_turret,1,3,
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_S1_left,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_S1_right,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_left_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_right_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_center,5,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7a_ball_turret,1,5,
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_S3_left,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_weapon_S3_right,3,Fixed,pilot,mxox_neutronrepeater_s3,1,3,
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_missile_rack_right,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7a_mk2_exec_stealth,hardpoint_missile_rack_left,4,Fixed,missile,mrck_s04_behr_quad_s02,1,2,misl_s02_ir_fski_ignite
anvl_hornet_f7c_mk2,hardpoint_weapon_left_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7c_mk2,hardpoint_weapon_right_wing,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
anvl_hornet_f7c_mk2,hardpoint_missile_rack_right,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
anvl_hornet_f7c_mk2,hardpoint_missile_rack_left,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
anvl_hornet_f7cm,hardpoint_gun_nose,3,Turret,manned_turret,entityclassdefinition.anvl_hornet_f7c_nose_turret,1,3,
anvl_hornet_f7cm,hardpoint_gun_wing_left,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,gats_ballisticgatling_s3
anvl_hornet_f7cm,hardpoint_gun_wing_right,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,gats_ballisticgatling_s3
