filename,display_name,hull_hp_normalized,fuse_penetration_mult,component_penetration_mult,critical_explosion_chance,armor_hp,armor_resist_physical,armor_resist_energy,armor_resist_distortion,thruster_count,thruster_main_hp,thruster_retro_hp,thruster_mav_hp,thruster_vtol_hp,thruster_total_hp,turret_count,turret_total_hp,powerplant_count,powerplant_total_hp,cooler_count,cooler_total_hp,shield_gen_count,shield_gen_total_hp,qd_count,qd_total_hp,weapon_hardpoints,missile_hardpoints,total_hardpoints
aegs_vanguard_sentinel_pu_ai_crim,Aegis vanguard sentinel pu ai crim,10000,0.0,0.5,1.0,6000,0.85,1.3,1.0,16,66000,30500,143500,0,240000,0,0,1,520,2,600,2,800,1,350,7,5,80
anvl_arrow,Anvil arrow,2000,0.0,0.3,0.2,1170,0.85,1.3,1.0,11,11250,21120,78000,0,110370,0,0,1,270,2,360,1,210,1,240,1,7,51
anvl_arrow_pu_ai_civ,Anvil arrow pu ai civ,2000,0.0,0.3,1.0,1170,0.85,1.3,1.0,11,11250,21120,78000,0,110370,0,0,1,270,2,360,1,210,1,240,1,7,51
anvl_arrow_pu_ai_crim,Anvil arrow pu ai crim,2000,0.0,0.3,1.0,1170,0.85,1.3,1.0,11,11250,21120,78000,0,110370,0,0,1,270,2,360,1,210,1,240,1,7,51
anvl_arrow_pu_ai_crim_distortion,Anvil arrow pu ai crim distortion,2000,0.0,0.3,1.0,1170,0.85,1.3,1.0,11,11250,21120,78000,0,110370,0,0,1,270,2,360,1,210,1,240,1,7,51
anvl_arrow_pu_ai_ff,Anvil arrow pu ai ff,2000,0.0,0.3,1.0,1170,0.85,1.3,1.0,11,11250,21120,78000,0,110370,0,0,1,270,2,360,1,210,1,240,1,7,51
anvl_arrow_pu_ai_sec_blacjac,Anvil arrow pu ai sec blacjac,2000,0.0,0.3,1.0,1170,0.85,1.3,1.0,11,11250,21120,78000,0,110370,0,0,1,270,2,360,1,210,1,240,1,7,51
anvl_arrow_pu_ai_xenothreat,Anvil arrow pu ai xenothreat,2000,0.0,0.3,1.0,1170,0.85,1.3,1.0,11,11250,21120,78000,0,110370,0,0,1,270,2,360,1,210,1,240,1,7,51
anvl_asgard,Anvil asgard,30000,0.7,0.5,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,2,1500,0,0,4,2320,1,410,1,0,40
anvl_asgard_collector_military,Anvil asgard collector military,30000,0.7,0.5,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,2,1720,0,0,4,2640,1,750,1,0,40
anvl_c8_pisces,Anvil c8 pisces,4500,0.7,0.4,0.2,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,1,150,3,2,59
anvl_c8_pisces_pu_ai_civ,Anvil c8 pisces pu ai civ,4500,0.7,0.4,1.0,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,1,150,3,2,59
anvl_c8_pisces_pu_ai_crim,Anvil c8 pisces pu ai crim,4500,0.7,0.4,1.0,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,1,150,3,2,59
anvl_c8_pisces_tutorial,Anvil c8 pisces tutorial,4500,0.7,0.4,0.2,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,1,150,1,1,56
anvl_c8r_pisces,Anvil c8r pisces,4500,0.7,0.4,0.2,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,0,0,3,2,61
anvl_c8r_pisces_fw22nfz,Anvil c8r pisces fw22nfz,4500,0.7,0.4,0.2,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,0,0,3,2,61
anvl_c8r_pisces_pu_ai_civ,Anvil c8r pisces pu ai civ,4500,0.7,0.4,1.0,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,0,0,3,2,61
anvl_c8r_pisces_pu_ai_crim,Anvil c8r pisces pu ai crim,4500,0.7,0.4,1.0,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,0,0,3,2,61
anvl_c8x_pisces_expedition,Anvil c8x pisces expedition,4500,0.7,0.4,0.2,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,1,150,3,2,59
anvl_c8x_pisces_expedition_pu_ai_civ,Anvil c8x pisces expedition pu ai civ,4500,0.7,0.4,1.0,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,1,150,3,2,59
anvl_c8x_pisces_expedition_pu_ai_crim,Anvil c8x pisces expedition pu ai crim,4500,0.7,0.4,1.0,2700,0.85,1.3,1.0,16,16000,14000,70000,0,100000,0,0,1,270,1,180,1,130,1,150,3,2,59
anvl_carrack,Anvil carrack,70000,0.7,0.9,0.2,42000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
anvl_carrack_bis2950,Anvil carrack bis2950,70000,0.7,0.9,0.2,42000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
anvl_carrack_expedition,Anvil carrack expedition,70000,0.7,0.9,0.2,42000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
anvl_carrack_pu_ai_civ,Anvil carrack pu ai civ,70000,0.7,0.9,1.0,42000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
anvl_carrack_pu_ai_civ_def,Anvil carrack pu ai civ def,70000,0.7,0.9,1.0,42000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
anvl_carrack_pu_ai_crim,Anvil carrack pu ai crim,70000,0.7,0.9,1.0,42000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
anvl_gladiator,Anvil gladiator,3500,0.0,0.4,0.2,3300,0.85,1.3,1.0,10,17000,14512,41880,0,73392,0,0,1,750,2,360,1,580,1,240,1,9,68
anvl_gladiator_pu_ai_civ,Anvil gladiator pu ai civ,3500,0.0,0.4,1.0,3300,0.85,1.3,1.0,10,17000,14512,41880,0,73392,0,0,1,750,2,360,1,580,1,240,1,9,68
anvl_gladiator_pu_ai_crim,Anvil gladiator pu ai crim,3500,0.0,0.4,1.0,3300,0.85,1.3,1.0,10,17000,14512,41880,0,73392,0,0,1,750,2,360,1,580,1,240,1,9,68
anvl_gladiator_pu_ai_uee,Anvil gladiator pu ai uee,3500,0.0,0.4,1.0,3300,0.85,1.3,1.0,10,17000,14512,41880,0,73392,0,0,1,750,2,360,1,580,1,240,1,9,68
anvl_hawk,Anvil hawk,2500,0.0,0.4,0.2,1200,0.85,1.3,1.0,14,15000,13560,60000,0,88560,0,0,1,270,2,360,2,420,1,150,2,2,60
anvl_hawk_ai_override,Anvil hawk ai override,2500,0.0,0.4,1.0,1200,0.85,1.3,1.0,14,15000,13560,60000,0,88560,0,0,1,270,2,360,2,420,1,150,2,2,60
anvl_hawk_pu_ai_bh,Anvil hawk pu ai bh,2500,0.0,0.4,1.0,1200,0.85,1.3,1.0,14,15000,13560,60000,0,88560,0,0,1,270,2,360,2,420,1,150,2,2,60
anvl_hawk_pu_ai_civ,Anvil hawk pu ai civ,2500,0.0,0.4,1.0,1200,0.85,1.3,1.0,14,15000,13560,60000,0,88560,0,0,1,270,2,360,2,420,1,150,2,2,60
anvl_hawk_pu_ai_crim,Anvil hawk pu ai crim,2500,0.0,0.4,1.0,1200,0.85,1.3,1.0,14,15000,13560,60000,0,88560,0,0,1,270,2,360,2,420,1,150,2,2,60
anvl_hawk_pu_ai_ff,Anvil hawk pu ai ff,2500,0.0,0.4,1.0,1200,0.85,1.3,1.0,14,15000,13560,60000,0,88560,0,0,1,270,2,360,2,420,1,150,2,2,60
anvl_hornet_f7_mk2_collector_mod,Anvil hornet f7 mk2 collector mod,3522,0.0,0.4,0.2,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,210,0,0,2,7,37
anvl_hornet_f7a_mk1,Anvil hornet f7a mk1,3557,0.0,0.4,0.2,1650,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,750,2,260,2,300,1,150,1,5,62
anvl_hornet_f7a_mk1_pu_ai_ff,Anvil hornet f7a mk1 pu ai ff,3557,0.0,0.4,1.0,1650,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,750,2,260,2,300,1,150,1,5,62
anvl_hornet_f7a_mk1_pu_ai_uee,Anvil hornet f7a mk1 pu ai uee,3557,0.0,0.4,1.0,1650,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,750,2,260,2,300,1,150,1,5,62
anvl_hornet_f7a_mk2,Anvil hornet f7a mk2,3557,0.0,0.4,0.2,1650,0.85,1.3,1.0,11,7000,16500,40000,0,63500,0,0,1,750,2,360,2,420,1,150,1,7,61
anvl_hornet_f7a_mk2_exec_military,Anvil hornet f7a mk2 exec military,3557,0.0,0.4,0.2,1650,0.85,1.3,1.0,11,7000,16500,40000,0,63500,0,0,0,0,0,0,0,0,0,0,1,7,55
anvl_hornet_f7a_mk2_exec_stealth,Anvil hornet f7a mk2 exec stealth,3557,0.0,0.4,0.2,1650,0.85,1.3,1.0,11,7000,16500,40000,0,63500,0,0,0,0,0,0,0,0,0,0,1,7,55
anvl_hornet_f7a_pu_ai_uee,Anvil hornet f7a pu ai uee,3557,0.0,0.4,1.0,1650,0.85,1.3,1.0,11,7000,16500,40000,0,63500,0,0,1,750,2,360,2,420,1,150,1,7,61
anvl_hornet_f7c,Anvil hornet f7c,3557,0.0,0.4,0.2,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,200,2,260,2,300,1,150,1,3,59
anvl_hornet_f7c_mk2,Anvil hornet f7c mk2,3557,0.0,0.4,0.2,1650,0.85,1.3,1.0,11,7000,16500,40000,0,63500,0,0,2,540,2,360,2,420,1,150,2,7,63
anvl_hornet_f7c_pu_ai_advocacy,Anvil hornet f7c pu ai advocacy,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,200,2,260,2,300,1,150,1,3,59
anvl_hornet_f7c_pu_ai_civ,Anvil hornet f7c pu ai civ,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,200,2,260,2,300,1,150,1,3,59
anvl_hornet_f7c_pu_ai_crim,Anvil hornet f7c pu ai crim,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,200,2,260,2,300,1,150,1,3,59
anvl_hornet_f7c_pu_ai_uee,Anvil hornet f7c pu ai uee,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,200,2,260,2,300,1,150,1,3,59
anvl_hornet_f7c_wildfire,Anvil hornet f7c wildfire,3557,0.0,0.4,0.2,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,200,2,260,2,300,1,150,1,3,59
anvl_hornet_f7cm,Anvil hornet f7cm,3557,0.0,0.4,0.2,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,360,2,420,1,150,2,7,60
anvl_hornet_f7cm_ai_ea_advocacy,Anvil hornet f7cm ai ea advocacy,3557,0.0,0.4,1.0,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,360,2,420,1,150,2,7,60
anvl_hornet_f7cm_ai_ea_advocacy_stunt,Anvil hornet f7cm ai ea advocacy stunt,3557,0.0,0.4,1.0,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,360,2,420,1,150,2,7,60
anvl_hornet_f7cm_ai_ea_advocacy_stunt_leader,Anvil hornet f7cm ai ea advocacy stunt leader,3557,0.0,0.4,1.0,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,360,2,420,1,150,2,7,60
anvl_hornet_f7cm_heartseeker,Anvil hornet f7cm heartseeker,3557,0.0,0.4,0.2,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,420,2,480,1,150,2,5,58
anvl_hornet_f7cm_mk2,Anvil hornet f7cm mk2,3522,0.0,0.4,0.2,1890,0.85,1.3,1.0,0,0,0,0,0,0,0,0,1,750,2,360,3,630,1,150,2,7,43
anvl_hornet_f7cm_mk2_heartseeker,Anvil hornet f7cm mk2 heartseeker,3522,0.0,0.4,0.2,1890,0.85,1.3,1.0,0,0,0,0,0,0,0,0,1,750,2,360,3,630,1,150,2,7,43
anvl_hornet_f7cm_pu_ai_civ,Anvil hornet f7cm pu ai civ,3557,0.0,0.4,1.0,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,360,2,420,1,150,2,7,60
anvl_hornet_f7cm_pu_ai_crim,Anvil hornet f7cm pu ai crim,3557,0.0,0.4,1.0,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,360,2,420,1,150,2,7,60
anvl_hornet_f7cm_pu_ai_uee,Anvil hornet f7cm pu ai uee,3557,0.0,0.4,1.0,1740,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,270,2,360,2,420,1,150,2,7,60
anvl_hornet_f7cr,Anvil hornet f7cr,3557,0.0,0.4,0.2,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,140,2,138,2,162,1,150,1,3,61
anvl_hornet_f7cr_mk2,Anvil hornet f7cr mk2,5000,0.0,0.4,0.2,1710,0.85,1.3,1.0,11,7000,16500,40000,0,63500,0,0,1,270,2,360,2,420,1,150,2,7,53
anvl_hornet_f7cr_pu_ai_civ,Anvil hornet f7cr pu ai civ,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,140,2,138,2,162,1,150,1,3,61
anvl_hornet_f7cr_pu_ai_crim,Anvil hornet f7cr pu ai crim,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,140,2,138,2,162,1,150,1,3,61
anvl_hornet_f7cr_pu_ai_uee,Anvil hornet f7cr pu ai uee,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,140,2,138,2,162,1,150,1,3,61
anvl_hornet_f7cr_pu_ai_uee_warlord,Anvil hornet f7cr pu ai uee warlord,3557,0.0,0.4,1.0,1590,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,140,2,138,2,162,1,150,1,3,61
anvl_hornet_f7cs,Anvil hornet f7cs,3557,0.0,0.4,0.2,1530,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,220,2,220,2,260,1,150,1,3,59
anvl_hornet_f7cs_mk2,Anvil hornet f7cs mk2,5000,0.0,0.4,0.2,1650,0.85,1.3,1.0,11,7000,16500,40000,0,63500,0,0,0,0,2,220,2,260,1,130,1,7,51
anvl_hornet_f7cs_pu_ai_civ,Anvil hornet f7cs pu ai civ,3557,0.0,0.4,1.0,1530,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,220,2,220,2,260,1,150,1,3,59
anvl_hornet_f7cs_pu_ai_crim,Anvil hornet f7cs pu ai crim,3557,0.0,0.4,1.0,1530,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,220,2,220,2,260,1,150,1,3,59
anvl_hornet_f7cs_pu_ai_uee,Anvil hornet f7cs pu ai uee,3557,0.0,0.4,1.0,1530,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,220,2,220,2,260,1,150,1,3,59
anvl_hornet_f7cs_pu_ai_uee_vixen,Anvil hornet f7cs pu ai uee vixen,3557,0.0,0.4,1.0,1530,0.85,1.3,1.0,9,6700,9400,28200,0,44300,0,0,1,220,2,220,2,260,1,150,1,3,59
anvl_hurricane,Anvil hurricane,3500,0.0,0.4,0.2,4680,0.85,1.3,1.0,12,19520,17800,65200,0,102520,0,0,2,540,2,360,1,580,1,150,2,6,65
anvl_hurricane_pu_ai_civ,Anvil hurricane pu ai civ,3500,0.0,0.4,1.0,4680,0.85,1.3,1.0,12,19520,17800,65200,0,102520,0,0,2,540,2,360,1,580,1,150,2,6,65
anvl_hurricane_pu_ai_crim,Anvil hurricane pu ai crim,3500,0.0,0.4,1.0,4680,0.85,1.3,1.0,12,19520,17800,65200,0,102520,0,0,2,540,2,360,1,580,1,150,2,6,65
anvl_hurricane_pu_ai_ff,Anvil hurricane pu ai ff,3500,0.0,0.4,1.0,4680,0.85,1.3,1.0,12,19520,17800,65200,0,102520,0,0,2,540,2,360,1,580,1,150,2,6,65
anvl_hurricane_pu_ai_mts,Anvil hurricane pu ai mts,3500,0.0,0.4,1.0,4680,0.85,1.3,1.0,12,19520,17800,65200,0,102520,0,0,2,540,2,360,1,580,1,150,2,6,66
anvl_hurricane_pu_ai_uee,Anvil hurricane pu ai uee,3500,0.0,0.4,1.0,4680,0.85,1.3,1.0,12,19520,17800,65200,0,102520,0,0,2,540,2,360,1,580,1,150,2,6,65
anvl_lightning_f8,Anvil lightning f8,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8_fleetweek,Anvil lightning f8 fleetweek,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8_fleetweek_darkblue,Anvil lightning f8 fleetweek darkblue,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8_fleetweek_grey,Anvil lightning f8 fleetweek grey,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8_fleetweek_lightblue,Anvil lightning f8 fleetweek lightblue,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8_fleetweek_white,Anvil lightning f8 fleetweek white,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8_pu_ai_uee,Anvil lightning f8 pu ai uee,10665,0.0,0.3,1.0,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8c,Anvil lightning f8c,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8c_bis2024_temp,Anvil lightning f8c bis2024 temp,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,67
anvl_lightning_f8c_collector_military,Anvil lightning f8c collector military,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,0,0,0,0,0,0,0,0,3,5,60
anvl_lightning_f8c_collector_stealth,Anvil lightning f8c collector stealth,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,0,0,0,0,0,0,0,0,3,5,60
anvl_lightning_f8c_exec,Anvil lightning f8c exec,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_lightning_f8c_exec_military,Anvil lightning f8c exec military,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,0,0,0,0,0,0,0,0,3,5,60
anvl_lightning_f8c_exec_stealth,Anvil lightning f8c exec stealth,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,0,0,0,0,0,0,0,0,3,5,60
anvl_lightning_f8c_plat,Anvil lightning f8c plat,10665,0.0,0.3,0.2,5520,0.85,1.3,1.0,17,31500,19600,109800,0,160900,0,0,1,750,2,420,2,800,1,150,3,5,66
anvl_paladin,Anvil paladin,2500,0.7,0.5,0.2,27000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15
anvl_terrapin,Anvil terrapin,30000,0.7,0.3,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anvl_terrapin_bis2024_temp,Anvil terrapin bis2024 temp,30000,0.7,0.3,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anvl_terrapin_medic,Anvil terrapin medic,30000,0.7,0.3,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anvl_terrapin_medic_collector_medic,Anvil terrapin medic collector medic,30000,0.7,0.3,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anvl_terrapin_medic_pu_ai_civ,Anvil terrapin medic pu ai civ,30000,0.7,0.3,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anvl_terrapin_medic_pu_ai_crim,Anvil terrapin medic pu ai crim,30000,0.7,0.3,0.2,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anvl_terrapin_pu_ai_civ,Anvil terrapin pu ai civ,30000,0.7,0.3,1.0,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anvl_terrapin_pu_ai_crim,Anvil terrapin pu ai crim,30000,0.7,0.3,1.0,12000,0.85,1.3,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anvl_valkyrie,Anvil valkyrie,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_advocacy,Anvil valkyrie advocacy,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_ai_dropship,Anvil valkyrie ai dropship,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_ai_ea_advocacy,Anvil valkyrie ai ea advocacy,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,107
anvl_valkyrie_ai_ea_advocacy_spawn,Anvil valkyrie ai ea advocacy spawn,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,107
anvl_valkyrie_ai_pu_ai_cfp,Anvil valkyrie ai pu ai cfp,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_ai_pu_ai_headhunters,Anvil valkyrie ai pu ai headhunters,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_ai_pu_ai_ninetails,Anvil valkyrie ai pu ai ninetails,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_ai_pu_ai_xenothreat,Anvil valkyrie ai pu ai xenothreat,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_bis2950,Anvil valkyrie bis2950,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_citizencon,Anvil valkyrie citizencon,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,1,4500,2,1500,2,980,4,2320,1,410,23,0,106
anvl_valkyrie_indestructible,Anvil valkyrie indestructible,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_pu_ai_advocacy,Anvil valkyrie pu ai advocacy,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,106
anvl_valkyrie_pu_ai_bh_qig,Anvil valkyrie pu ai bh qig,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_pu_ai_civ,Anvil valkyrie pu ai civ,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,104
anvl_valkyrie_pu_ai_crim,Anvil valkyrie pu ai crim,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,104
anvl_valkyrie_pu_ai_ff,Anvil valkyrie pu ai ff,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_pu_ai_nt,Anvil valkyrie pu ai nt,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,104
anvl_valkyrie_pu_ai_nt_qig,Anvil valkyrie pu ai nt qig,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_pu_ai_sec_hurston,Anvil valkyrie pu ai sec hurston,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_pu_ai_sec_microtech,Anvil valkyrie pu ai sec microtech,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,105
anvl_valkyrie_pu_ai_xenothreat,Anvil valkyrie pu ai xenothreat,30000,0.7,0.6,0.2,15000,0.85,1.3,1.0,20,105600,33600,195000,0,334200,0,0,2,1500,2,980,4,2320,1,410,23,0,106
argo_mole,Argo mole,22575,0.7,0.6,0.2,27000,0.85,1.3,1.0,18,58000,27000,96000,58000,239000,3,6000,1,1800,1,1200,1,1100,1,570,1,0,76
argo_mole_carbon,Argo mole carbon,22575,0.7,0.6,0.2,27000,0.85,1.3,1.0,18,58000,27000,96000,58000,239000,3,6000,1,1800,1,1200,1,1100,1,570,1,0,77
argo_mole_pu_ai_civ,Argo mole pu ai civ,22575,0.7,0.6,1.0,27000,0.85,1.3,1.0,18,58000,27000,96000,58000,239000,3,6000,1,1800,1,1200,1,1100,1,570,1,0,76
argo_mole_pu_ai_crim,Argo mole pu ai crim,22575,0.7,0.6,1.0,27000,0.85,1.3,1.0,18,58000,27000,96000,58000,239000,3,6000,1,1800,1,1200,1,1100,1,570,1,0,76
